Sr. No,Section,Function Group,Function Description,Code,Description,Pradhikrut Vibhag,2011-12 Actual Expenditure,2012-13 Actual Expenditure,2013-14 Actual Expenditure,2014-13 Actual Expenditure,2015-16 final,2015-16 municipal commissioner,2015-16 standing committee,2016-17 municipal commissioner,2016-17 standing committee,,,
500,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42040174602,_________ ________ _______ 8 ______,Zone No. 8,,0.00,140.69,141.03,280.00,280.00,280.00,80.04,288.00,,,
501,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42045174652,_________ ________ _______ 9 ______,Zone No. 9,,0.00,109.19,183.02,280.00,280.00,280.00,80.04,288.00,,,
502,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42050174602,_________ ________ _______ 10 ________,Zone No. 10,,0.00,138.20,197.25,245.00,245.00,245.00,69.96,252.00,,,
503,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001370406,"_____ _____ __________ ___ _____ ____________ _____ ____ (1) ____ _________ _____ _____ _____ __ ____ __ ______ _________ __ ___________ __ ______ _______ _________ _______ ____ (___/68) (2) ________ ___ __ ____ ___, _______ __ _________ ____ _______ ______ __.__._______ ________ _______ ____ (3)  ______ _____ __.__. _______ _________ _______ ____ (4) ____ ______ _____ _____ __.__. _______ _________ _______ ____ (5) ______ ________ _________ __ ____ _______ __.__.__.______ __.__._______ _________ _______ ____ (6) ____ ______ _____ __.__. _______ _________ _______ ____ (7) ________ _____ __ ______ _________ ______ __.__. _______ _________ _______ ____",Zone No. 1,,2.03,61.01,0.96,1500.00,200.00,250.00,300.00,1500.00,,,
504,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work for city and town planning scheme,A42001374607,_____ ________ ___________ _______ ____,Zone No. 1,,4.76,20.54,1.33,20.00,1.00,1.00,1.00,20.00,,,
505,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work for other civic Amenity ,A42001474708,________ ________ __________ _______ ________ _ ______,HOTMIX,,0.01,0.00,0.00,1.00,1.00,1.00,1.00,50.00,,,
506,A4 Capital Expenditure,2 Public Works and Civic Amenities,Purchase equipment & machinery for other work,A42001370509,__________ _______ _ _______ (______ ________) (__. 20 ____ _____ ______ _______ __. 1420 ____ ____ ______ ___. 72 ____ __. 30 ____ _____ _____),P.W.D.,,455.08,319.46,806.25,1450.00,1450.00,1450.00,700.00,1450.00,,,
507,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42005170553,_________ ________ _______ 1 __________,Zone No. 1,,0.00,48.16,88.47,150.00,150.00,150.00,72.00,150.00,,,
508,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42010170503,_________ ________ _______ 2 ______,Zone No. 2,,0.00,28.13,92.45,120.00,120.00,120.00,58.00,120.00,,,
509,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42015170553,_________ ________ _______ 3 _________,Zone No. 3,,0.00,34.12,107.57,160.00,160.00,160.00,77.00,160.00,,,
510,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42020170503,_________ ________ _______ 4 ______,Zone No. 4,,0.00,32.02,63.24,120.00,120.00,120.00,58.00,120.00,,,
511,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42025170553,_________ ________ _______ 5 ________,Zone No. 5,,0.00,9.42,92.89,140.00,140.00,140.00,68.00,140.00,,,
512,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42030170503,_________ ________ _______ 6 ________,Zone No. 6,,0.00,50.66,59.78,140.00,140.00,140.00,68.00,140.00,,,
513,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42035170553,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,27.94,64.90,160.00,160.00,160.00,77.00,160.00,,,
514,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42040170503,_________ ________ _______ 8 ______,Zone No. 8,,0.00,38.39,94.35,160.00,160.00,160.00,77.00,160.00,,,
515,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42045170553,_________ ________ _______ 9 ______,Zone No. 9,,0.00,31.19,54.30,160.00,160.00,160.00,77.00,160.00,,,
516,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42050170503,_________ ________ _______ 10 ________,Zone No. 10,,0.00,19.43,88.30,140.00,140.00,140.00,68.00,140.00,,,
517,A4 Capital Expenditure,2 Public Works and Civic Amenities,Purchase equipment & machinery for other work,A42001474710,________ _____ _____ ____ _ _____________ _____,HOTMIX,,19.70,0.00,0.00,350.00,100.00,100.00,250.00,300.00,,,
518,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001470511,__________ _______ ______ ____ _____ _____ø_ (______ _________ _____ _______),HOTMIX,,330.45,862.62,811.96,4000.00,300.00,3000.00,3000.00,4000.00,,,
519,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001374612,__.__.___. _____ __________ 572 _ 1900 ____________ ____,P.W.D.,,66.30,72.24,359.95,3000.00,500.00,1400.00,200.00,2500.00,,,
520,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001470513,"_______ ____ _____ _______ (______, _________ _ _____________",P.W.D.,,0.00,0.00,0.00,300.00,150.00,300.00,50.00,400.00,,,
521,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001470514,________ _____ _______ _______ (__.__.__.__.) _____________ (______ _________ _____ _______) ____ __ ______ __. 100 ____ ____________ ______ __. 100 ____ _______ __.__.___. __ ______ __. 100 ____,P.W.D.,,0.00,0.00,0.00,30000.00,10050.00,10050.00,13400.00,22500.00,,,
522,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001474614,___. ________ ___ ______ ____ ________ ________ _______ _ ____ _____________ ___,HOTMIX,,9.06,0.00,0.00,210.00,150.00,150.00,150.00,400.00,,,
523,A4 Capital Expenditure,2 Public Works and Civic Amenities,Capital work of Roads and Pavements & others civic works,A42001374615,_______ ____ (________ ___),P.W.D.,,12.98,115.77,60.57,200.00,25.00,100.00,25.00,200.00,,,
524,A4 Capital Expenditure,2 Public Works and Civic Amenities,Bridges & Fly over ,A42101370616,____ _______ _______ ,P.W.D.,,184.24,401.97,275.55,1500.00,200.00,1000.00,200.00,1000.00,,,
525,A4 Capital Expenditure,2 Public Works and Civic Amenities,Bridges & Fly over ,A42101570617,___ _____ _____ ______,TRAFFIC DEPT.,,0.00,0.26,0.00,2.00,2.00,2.00,2.00,2.00,,,
526,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770718,___________ ______ _________ _______,P.W.D. ELECTRICAL,,127.81,289.28,233.22,800.00,200.00,800.00,200.00,800.00,,,
527,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770719,______ ________ ______ ___________ ______ _________ _______ _ ______ _________ ________ _____,P.W.D. ELECTRICAL,,84.95,115.22,272.15,500.00,150.00,450.00,150.00,500.00,,,
528,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770720,____ ___________ ___________ ___________ ____ _____,P.W.D. ELECTRICAL,,6.43,5.72,5.77,25.00,10.00,10.00,10.00,10.00,,,
529,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770721,______ _ _______ ________ _____,P.W.D. ELECTRICAL,,2.47,0.74,0.79,10.00,2.00,2.00,2.00,2.00,,,
530,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770722,_.__.__.__._ _._______ _______ _______ __._.__. ____ ____________ _______ ______ ________ _____,P.W.D. ELECTRICAL,,80.31,82.86,93.93,500.00,50.00,50.00,50.00,500.00,,,
531,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42305170754,_________ ________ _______ 1 __________,Zone No. 1,,0.00,8.00,5.81,50.00,5.00,5.00,5.00,50.00,,,
532,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42310170704,_________ ________ _______ 2 ______,Zone No. 2,,0.00,6.00,19.64,50.00,5.00,5.00,5.00,50.00,,,
533,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42315170754,_________ ________ _______ 3 _________,Zone No. 3,,0.00,7.90,4.45,50.00,5.00,5.00,5.00,50.00,,,
534,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42320170704,_________ ________ _______ 4 ______,Zone No. 4,,0.00,6.90,5.21,50.00,5.00,5.00,5.00,50.00,,,
535,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42325170754,_________ ________ _______ 5 ________,Zone No. 5,,0.00,8.87,2.86,50.00,5.00,5.00,5.00,50.00,,,
536,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42330170704,_________ ________ _______ 6 ________,Zone No. 6,,0.00,6.25,2.04,50.00,5.00,5.00,5.00,50.00,,,
537,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42335170754,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,6.85,0.38,50.00,5.00,5.00,5.00,50.00,,,
538,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42340170704,_________ ________ _______ 8 ______,Zone No. 8,,0.00,7.05,14.77,50.00,5.00,5.00,5.00,50.00,,,
539,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42345170754,_________ ________ _______ 9 ______,Zone No. 9,,0.00,9.95,25.89,50.00,5.00,5.00,5.00,50.00,,,
540,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42350170704,_________ ________ _______ 10 ________,Zone No. 10,,0.00,15.09,12.79,50.00,5.00,5.00,5.00,50.00,,,
541,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770723,________ _____ ______ _______ ____ ______ _ _______ ________ ____ (1) _____ ___ ____ ___________ __. 500 ____ _____ (2) _______ ___________ ________ _____ ______ _______ ____ _____________ __. 100 ____ _____ ,P.W.D. ELECTRICAL,,1744.97,1434.71,156.71,5000.00,200.00,200.00,200.00,2500.00,,,
542,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770724,____ ___ _______ _____,P.W.D. ELECTRICAL,,1.86,2.69,2.58,10.00,5.00,5.00,5.00,10.00,,,
543,A4 Capital Expenditure,2 Public Works and Civic Amenities,Street Lighting ,A42301770725,_____ _________ ____ _____ _ ___ _______ _______ ________ ______ (_____ ____ ____ _____),P.W.D. ELECTRICAL,,0.00,0.24,400.64,250.00,25.00,25.00,25.00,150.00,,,
544,A4 Capital Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A42401370826,_______ ____ _______ _ _______,P.W.D.,,54.88,82.64,230.27,700.00,125.00,310.00,75.00,700.00,,,
545,A4 Capital Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A42501570927,________ ______ _____ _______,TRAFFIC DEPT.,,32.11,30.23,62.31,75.00,10.00,10.00,10.00,75.00,,,
546,A4 Capital Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A42501770928,"____ ______ ________ ______, ________ _____ _ _______ ____",P.W.D. ELECTRICAL,,40.88,47.26,52.40,150.00,10.00,10.00,10.00,150.00,,,
547,A4 Capital Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A42501570929,________ ___ ______  (______ _______) __________ ___ _ ________ ______/___________ _____ ______ ______ ________ ___ ___________ __. 15 ____ _____,TRAFFIC DEPT.,,3.74,6.39,42.14,50.00,25.00,25.00,25.00,50.00,,,
548,A4 Capital Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A42501770930,___. _____ _____ ______ ___ __________ _______ _______ ____,P.W.D. ELECTRICAL,,0.00,0.00,0.00,25.00,1.00,1.00,1.00,10.00,,,
549,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371031,_______ ___ ____,FIRE DEPT.,,0.00,0.00,0.48,10.00,10.00,10.00,5.00,5.00,,,
550,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371332,_________ _________ _______,FIRE DEPT.,,0.00,0.00,0.00,200.00,2.00,2.00,2.00,200.00,,,
551,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371033,_____ ___ ________ ____,FIRE DEPT.,,47.61,90.67,100.93,200.00,25.00,25.00,25.00,300.00,,,
552,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371034,___ ___ ________ _____,FIRE DEPT.,,0.00,0.00,0.00,800.00,300.00,500.00,300.00,900.00,,,
553,A4 Capital Expenditure,2 Public Works and Civic Amenities,Fire Services,A42600371335,____ _____ ______ ___ ____ ____ _____ _______ ______ __________ ___________ _________/_____ _______ _________ ___ _________ ___________ ______ _______,FIRE DEPT.,,0.00,0.66,0.00,85.00,1.00,1.00,1.00,150.00,,,
554,A4 Capital Expenditure,2 Public Works and Civic Amenities,City Transport/vehicle pool and workshop,A42701571036,______ _________ ___ ______ _____ ____ _ ______ _____,TRAFFIC DEPT.,,0.00,1.77,0.00,175.00,0.00,0.00,0.00,100.00,,,
555,A4 Capital Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A42800771237,____ _______ _ ________ ______ ___ ____ ____ _______ _______ _ _________,MARKET DEPT.,,13.78,166.30,21.81,500.00,50.00,50.00,25.00,450.00,,,
556,A4 Capital Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A42800771238,______ _____ ________,MARKET DEPT.,,15.96,0.98,0.49,2.00,2.00,2.00,2.00,50.00,,,
557,A4 Capital Expenditure,2 Public Works and Civic Amenities,Public Buildings/Housing,A42901371339,_________ ___________ _______,P.W.D.,,136.68,78.76,285.36,500.00,300.00,400.00,200.00,500.00,,,
558,A4 Capital Expenditure,2 Public Works and Civic Amenities,Public Buildings/Housing,A42901371340,____ __ ____ _________ _____ _______ (1) ____ _________ _______ ______ ______ _____ _____ ____________ __. 10 ____ _____,P.W.D.,,328.70,275.99,78.33,300.00,200.00,200.00,300.00,700.00,,,
559,A4 Capital Expenditure,2 Public Works and Civic Amenities,Public Buildings/Housing,A42901371341,"____ ________, _______ ______ _______ (1) ______ _______ _____ ______ ___ _____ __________ __. 25 ____ _____ (2) ________ _____ ______ ___ _____ __________ __. 10 ____ _____ (3) _____ ____ _____ _____ ____ _______ _________ __. 20 ____ _____",P.W.D.,,32.23,33.6.,43.38,150.00,15.00,50.00,15.00,200.00,,,
560,A4 Capital Expenditure,2 Public Works and Civic Amenities,Public Buildings/Housing,A42901371342,________ __. _________ _______ ___________ ______,P.W.D.,,0.00,0.00,0.00,200.00,100.00,100.00,100.00,200.00,,,
561,A4 Capital Expenditure,2 Public Works and Civic Amenities,Public Buildings/Housing,A42901371343,__. _________ _____ ______ ________ ___ ______ _ __________ _______ _______,P.W.D.,,0.00,0.00,0.00,100.00,25.00,25.00,25.00,100.00,,,
562,A4 Capital Expenditure,2 Public Works and Civic Amenities,Public Buildings/Housing,A42901374644,________ ____Ú_______,P.W.D.,,0.00,11.28,14.22,20.00,15.00,15.00,10.00,10.00,,,
563,A4 Capital Expenditure,2 Public Works and Civic Amenities,Roads & pavements & others civic works,A42001360901,_____ _____ø_____ ____ ____ (________),P.W.D.,,991.22,763.98,1269.13,500.00,1000.00,1000.00,1100.00,1000.00,,,
564,A4 Capital Expenditure,2 Public Works and Civic Amenities,Roads & pavements & others civic works,A42001361002,______ ___ __________ _______ _____ __________ ________ ____,P.W.D.,,66.58,178.75,392.78,500.00,850.00,850.00,1000.00,800.00,,,
565,A4 Capital Expenditure,2 Public Works and Civic Amenities,Roads & pavements & others civic works,A42001361203,______ _______ _______ ______ ____,P.W.D.,,61.90,277.03,384.07,250.00,550.00,550.00,600.00,400.00,,,
566,A4 Capital Expenditure,2 Public Works and Civic Amenities,Roads & pavements & others civic works,A42001361104,______ _______ _____ __________ __________ __________ ____,P.W.D.,,4.68,0.00,0.00,25.00,5.00,5.00,5.00,5.00,,,
567,A4 Capital Expenditure,2 Public Works and Civic Amenities,Roads & pavements & others civic works,A42001360905,__________ ______ _____ _____ ______ _________,P.W.D.,,0.00,0.00,0.00,1000.00,100.00,100.00,100.00,600.00,,,
568,A4 Capital Expenditure,3 Health,Hospital,A43401171501,"_________ __________ ____ ______ ____ ___ _____ ____________ ____, ______, _____ _____ _ ________ _________",HEALTH (M),,23.99,28.23,32.20,50.00,25.00,25.00,25.00,50.00,,,
569,A4 Capital Expenditure,3 Health,Hospital,A43401171602,______ _____ (1) ______ ______ 10 __ 11 __ (2) ______ ______ 7 __ 8 __ (3) __.__.__. ______ 76 __.__. (4) ______ 16 __ (5) ____ ______ (6) ___ _________ __________ ____ ____ ______ _________ _ ______________ _____Ú__ ______ _________ __ _________ _________ (7) ______ ____ _______ ______ ____ _________ _____ ___________ ,HEALTH (S),,376.96,256.86,1039.72,1150.00,225.00,225.00,225.00,950.00,,,
570,A4 Capital Expenditure,3 Health,Hospital,A43401171503,____-__ _.__.__. ____ _ ___________ ____ ____ _____,HEALTH (M),,8.53,1.90,6.59,15.00,15.00,15.00,10.00,15.00,,,
571,A4 Capital Expenditure,3 Health,Hospital,A43401171304,"______ _____ , _________ _ ___ _______ _______ _ _______",HEALTH (M),,13.41,0.75,0.40,15.00,2.00,2.00,402.00,200.00,,,
572,A4 Capital Expenditure,3 Health,Cremation and Burial,A43501271705,___ ______/____________ _______,HEALTH (S),,114.74,113.27,114.53,650.00,100.00,400.00,75.00,600.00,,,
573,A4 Capital Expenditure,3 Health,Cremation and Burial,A43501271706,_____ __ ________ _______.__. __ ___________ _________ ____,HEALTH (S),,0.00,0.00,0.00,200.00,25.00,25.00,25.00,300.00,,,
574,A4 Capital Expenditure,3 Health,Water Supply,A43801371807,________ _____ ____ ____ ______,P.W.D.,,4.91,5.57,5.07,10.00,5.00,5.00,5.00,10.00,,,
575,A4 Capital Expenditure,3 Health,Water Supply,A43805171855,_________ ________ _______ 1 __________,Zone No. 1,,0.00,0.36,0.20,1.00,0.50,0.50,0.50,1.00,,,
576,A4 Capital Expenditure,3 Health,Water Supply,a43810171805,_________ ________ _______ 2 ______,Zone No. 2,,0.00,0.48,0.49,1.00,0.50,0.50,0.50,1.00,,,
577,A4 Capital Expenditure,3 Health,Water Supply,A43815171855,_________ ________ _______ 3 _________,Zone No. 3,,0.00,0.50,0.00,1.00,0.50,0.50,0.50,1.00,,,
578,A4 Capital Expenditure,3 Health,Water Supply,A43820171805,_________ ________ _______ 4 ______,Zone No. 4,,0.00,0.50,0.50,1.00,0.50,0.50,0.50,1.00,,,
579,A4 Capital Expenditure,3 Health,Water Supply,A43825171855,_________ ________ _______ 5 ________,Zone No. 5,,0.00,0.00,0.00,1.00,0.50,0.50,0.50,1.00,,,
580,A4 Capital Expenditure,3 Health,Water Supply,A43830171805,_________ ________ _______ 6 ________,Zone No. 6,,0.00,1.31,1.24,1.00,0.50,0.50,0.50,1.00,,,
581,A4 Capital Expenditure,3 Health,Water Supply,A43835171855,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,1.14,0.00,1.00,0.50,0.50,0.50,1.00,,,
582,A4 Capital Expenditure,3 Health,Water Supply,A43840171805,_________ ________ _______ 8 ______,Zone No. 8,,0.00,0.28,0.00,1.00,0.50,0.50,0.50,1.00,,,
583,A4 Capital Expenditure,3 Health,Water Supply,A43845171855,_________ ________ _______ 9 ______,Zone No. 9,,0.00,0.50,0.20,1.00,0.50,0.50,0.50,1.00,,,
584,A4 Capital Expenditure,3 Health,Water Supply,A43850171805,_________ ________ _______ 10 ________,Zone No. 10,,0.00,0.50,2.44,1.00,0.50,0.50,0.50,1.00,,,
585,A4 Capital Expenditure,3 Health,Water Supply,A43801971808,____ _______/____/___ ___,WATER WORKS,,0.00,0.00,0.00,10.00,5.00,5.00,5.00,5.00,,,
586,A4 Capital Expenditure,3 Health,Water Supply,A43801971809,____ ______-4 (1) _____ ____ _________ _______ ____,WATER WORKS,,15.91,137.13,549.89,500.00,300.00,300.00,300.00,500.00,,,
587,A4 Capital Expenditure,3 Health,Water Supply,A43801971810,____ _____,WATER WORKS,,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,,,
588,A4 Capital Expenditure,3 Health,Water Supply,A43801971811,__.__.__._.__ _____,WATER WORKS,,0.00,0.00,0.00,5.00,1.00,1.00,1.00,1.00,,,
589,A4 Capital Expenditure,3 Health,Storm Water & Drains ,A43901370812,______ ______ ____ ______,P.W.D.,,164.93,286.60,576.22,800.00,275.00,800.00,300.00,800.00,,,
590,A4 Capital Expenditure,3 Health,Sewerage,A43901371913,____ ______ ____ _______ (1) _________ ___ __ _____ ___ _________ _____ ________ _____ ________ _________ __. 200 ____ _____ (2) ______ ____ ___ ____ ____ _____ __. 150 ____ _____ ,P.W.D.,,51.95,129.55,133.79,700.00,200.00,475.00,100.00,800.00,,,
591,A4 Capital Expenditure,3 Health,Sewerage,A43901371914,______ ___ _____ ___ ______ ____ _____ (__. 50 ____ _______ ______ ________ _____________ _____),P.W.D.,,66.20,83.01,116.94,350.00,125.00,125.00,200.00,400.00,,,
592,A4 Capital Expenditure,3 Health,Sewerage,A43905171956,_________ ________ _______ 1 __________,Zone No. 1,,0.00,1.50,1.49,35.00,12.50,12.50,20.00,35.00,,,
593,A4 Capital Expenditure,3 Health,Sewerage,A43910171906,_________ ________ _______ 2 ______,Zone No. 2,,0.00,1.49,11.26,35.00,12.50,12.50,20.00,35.00,,,
594,A4 Capital Expenditure,3 Health,Sewerage,A43915171956,_________ ________ _______ 3 _________,Zone No. 3,,0.00,6.23,5.43,35.00,12.50,12.50,20.00,35.00,,,
595,A4 Capital Expenditure,3 Health,Sewerage,A43920171906,_________ ________ _______ 4 ______,Zone No. 4,,0.00,3.75,4.94,35.00,12.50,12.50,20.00,35.00,,,
596,A4 Capital Expenditure,3 Health,Sewerage,A43925171956,_________ ________ _______ 5 ________,Zone No. 5,,0.00,0.74,1.91,35.00,12.50,12.50,20.00,35.00,,,
597,A4 Capital Expenditure,3 Health,Sewerage,A43930171906,_________ ________ _______ 6 ________,Zone No. 6,,0.00,16.48,10.96,35.00,12.50,12.50,20.00,35.00,,,
598,A4 Capital Expenditure,3 Health,Sewerage,A43935171956,_________ ________ _______ 7 ___________,Zone No. 7,,0.00,12.79,19.69,35.00,12.50,12.50,20.00,35.00,,,
599,A4 Capital Expenditure,3 Health,Sewerage,A43940171906,_________ ________ _______ 8 ______,Zone No. 8,,0.00,2.22,13.72,35.00,12.50,12.50,20.00,35.00,,,
600,A4 Capital Expenditure,3 Health,Sewerage,A43945171956,_________ ________ _______ 9 ______,Zone No. 9,,0.00,20.12,21.19,35.00,12.50,12.50,20.00,35.00,,,
601,A4 Capital Expenditure,3 Health,Sewerage,A43950171906,_________ ________ _______ 10 ________,Zone No. 10,,0.00,17.69,26.35,35.00,12.50,12.50,20.00,35.00,,,
602,A4 Capital Expenditure,3 Health,Sewerage,A43902371915,_____ _ ______ __.__.__. ___________ ______ _____,S.T.P.,,0.00,0.00,0.00,4000.00,7500.00,2500.00,8000.00,4000.00,,,
603,A4 Capital Expenditure,3 Health,Sewerage,A43902371916,______ __ _ __________ _______ _______ (__.___) (_____ ________ _______ _________ ______ _ ____________ ________ _ _______ _______ _______ ___________ _________ _______ __.__.__. _______ _______),S.T.P.,,0.00,6.05,0.00,100.00,100.00,25.00,100.00,100.00,,,
604,A4 Capital Expenditure,3 Health,Sewerage,A43902371917,_____ ______ _______,S.T.P.,,0.00,0.00,0.00,100.00,100.00,25.00,100.00,25.00,,,
605,A4 Capital Expenditure,3 Health,Sewerage,A43902371918,______ ___ _________ _ _______ __________ ______ _____ ____ ____ (_________ _____ ____),S.T.P.,,10.92,0.00,6.00,50.00,50.00,25.00,50.00,50.00,,,
606,A4 Capital Expenditure,3 Health,Sewerage,A43902371919,___ __ __________ ______,S.T.P.,,56.68,68.34,157.81,600.00,500.00,500.00,500.00,500.00,,,
607,A4 Capital Expenditure,3 Health,Sewerage,A43901774820,_________ ____ __.__.__. ____ ______ _______ ______,S.T.P.,,0.00,0.00,0.00,200.00,200.00,200.00,200.00,200.00,,,
608,A4 Capital Expenditure,3 Health,Viral Statistics/NHP/prevention of food adulterations,A43601160201,______ _____ _ ___ ______ ___________ ____,HEALTH (M),,4.79,0.88,13.32,5.00,10.00,10.00,5.00,5.00,,,
609,A4 Capital Expenditure,3 Health,Water Supply,A43801940702,______ ___________ __________ __. ______ _____ _______ ______ ____________ ______,WATER WORKS,,10373.26,9567.65,8841.36,8000.00,8000.00,8000.00,9000.00,8000.00,,,
610,A4 Capital Expenditure,3 Health,Water Supply,A43801940702,______ ___________ _________ __. ______ _____ _______ ______ ____________ ____ ______,WATER WORKS,,0.00,0.00,0.00,500.00,25.00,25.00,25.00,500.00,,,
611,A4 Capital Expenditure,4 Sanitation and SWM,Road Cleaning and Scavenging,A44001272001,_______ ______ _____,HEALTH (S),,32.50,29.23,20.33,25.00,15.00,15.00,15.00,25.00,,,
612,A4 Capital Expenditure,4 Sanitation and SWM,solid Waste Transportation ,A44201272202,_____ ______ _____________ ___________ __________,HEALTH (S),,442.64,353.91,400.45,1500.00,3000.00,1000.00,3000.00,1500.00,,,
613,A4 Capital Expenditure,4 Sanitation and SWM,Solid Waste management ,A44201271603,________ ____,HEALTH (S),,0.97,0.00,0.00,25.00,10.00,10.00,15.00,15.00,,,
614,A4 Capital Expenditure,4 Sanitation and SWM,Solid Waste management ,A44202371904,_____ ______ ______ _______ ____ _ ____ _________ ____,S.T.P.,,0.00,0.00,0.00,200.00,150.00,150.00,150.00,200.00,,,
615,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44501372305,____ ______ ________ (__________ ______ _____________ __. 100 ____ _____),P.W.D.,,1.44,146.77,80.85,500.00,50.00,50.00,60.00,350.00,,,
616,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44501272306,_______ ______ ______/_________ ______/______,HEALTH (S),,0.67,0.50,0.50,20.00,5.00,5.00,5.00,20.00,,,
617,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44505172357,_________ ________ _______ 1 __________,Zone No. 1,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
618,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44510172307,_________ ________ _______ 2 ______,Zone No. 2,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
619,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44515172357,_________ ________ _______ 3 _________,Zone No. 3,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
620,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44520172307,_________ ________ _______ 4 ______,Zone No. 4,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
621,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44525172357,_________ ________ _______ 5 ________,Zone No. 5,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
622,A4 Capital Expenditure,4 Sanitation and SWM,Public convenience toilet,A44530172307,_________ ________ _______ 6 ________,Zone No. 6,,0.00,0.00,0.00,2.00,0.50,0.50,0.50,2.00,,,
