Sr. No,Section,Function Group,Function Description,Code,Description,Pradhikrut Vibhag,2011-12 Actual Expenditure,2012-13 Actual Expenditure,2013-14 Actual Expenditure,2014-13 Actual Expenditure,2015-16 final,2015-16 municipal commissioner,2015-16 standing committee,2016-17 municipal commissioner,2016-17 standing committee,,,
109,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22405130854,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,3.98,8.08,20.00,6.50,6.50,5.00,20.00,,,
110,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22410130804,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,3.94,9.50,20.00,6.50,6.50,5.00,20.00,,,
111,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22415130854,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,4.36,16.04,20.00,6.50,6.50,5.00,20.00,,,
112,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22420130804,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,4.75,9.91,20.00,6.50,6.50,5.00,20.00,,,
113,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22425130854,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,1.65,7.49,20.00,6.50,6.50,5.00,20.00,,,
114,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22430130804,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,4.44,3.34,20.00,6.50,6.50,5.00,20.00,,,
115,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22435130854,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,3.92,9.36,20.00,6.50,6.50,5.00,20.00,,,
116,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22440130804,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,1.95,7.09,20.00,6.50,6.50,5.00,20.00,,,
117,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22445130854,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,12.52,20.44,20.00,6.50,6.50,5.00,20.00,,,
118,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Storm Water & Drains ,A22450130804,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,8.31,12.18,20.00,6.50,6.50,5.00,20.00,,,
119,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A22501530818,चैनलाईझर व डिव्हायडरची दुरुस्ती,TRAFFIC DEPT.,,2.18,9.38,19.83,50.00,20.00,20.00,20.00,50.00,,,
120,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A22501730819,वाहतुक नियंत्रकांची व ब्लिंकर्सची देखभाल व दुरुस्ती,P.W.D. ELECTRICAL,,10.05,33.83,0.00,75.00,10.00,10.00,10.00,75.00,,,
121,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A22501530820,चौरस्ते सुधारणा,TRAFFIC DEPT.,,13.56,0.00,70.06,50.00,15.00,15.00,20.00,50.00,,,
122,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A22501530821,वाहतुक व्यवस्थेत सुधारणा,TRAFFIC DEPT.,,86.45,38.78,21.68,50.00,20.00,20.00,15.00,150.00,,,
123,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Traffic Management ,A22501530822,पार्कीग व्यवस्थेत सुधारणा,TRAFFIC DEPT.,,20.88,23.84,136.86,75.00,90.00,90.00,25.00,100.00,,,
124,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Fire Services,A22600332023,"अग्निशामक विभगाकरीता लागणारी विविध साहित्य, यंत्रसामुग्री खरेदी व सुस्थिती व दुरुस्ती",FIRE DEPT.,,40.82,19.99,64.89,50.00,30.00,30.00,30.00,50.00,,,
125,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Fire Services,A22600331524,आकस्मिक परीस्थितीत विहरीचा उपसा करणे,FIRE DEPT.,,1.15,0.94,0.00,2.00,2.00,2.00,2.00,2.00,,,
126,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Fire Services,A22600330825,अग्निशामक इमारत व निवासी कर्मचाÚयाच्या गाळयांची सुस्थिती व दुरुस्ती करणे,FIRE DEPT.,,1.92,2.79,2.78,10.00,1.00,1.00,1.00,20.00,,,
127,A2 Revenue Expenditure,2 Public Works and Civic Amenities,City Transport/vehicle pool and workshop,A22702132126,मशीनरी साहित्य खरेदी,WORK SHOP,,105.71,67.49,72.89,75.00,35.00,35.00,35.00,75.00,,,
128,A2 Revenue Expenditure,2 Public Works and Civic Amenities,City Transport/vehicle pool and workshop,A22702130127,पेट्रोल झिडेल ऑईल खरेदी,WORK SHOP,,391.07,542.21,493.26,500.00,425.00,425.00,475.00,475.00,,,
129,A2 Revenue Expenditure,2 Public Works and Civic Amenities,City Transport/vehicle pool and workshop,A22702132128,टायर टयुब खरेदी,WORK SHOP,,29.00,13.34,26.96,25.00,20.00,20.00,25.00,25.00,,,
130,A2 Revenue Expenditure,2 Public Works and Civic Amenities,City Transport/vehicle pool and workshop,A22702132129,मशीनचे सुटेभाग व इतर सामान खरेदी,WORK SHOP,,102.01,35.37,81.40,75.00,40.00,40.00,40.00,40.00,,,
131,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22801330830,फुलेमार्केट प्रवर्तन/सुस्थीती/दुरुस्ती,P.W.D.,,0.00,1.68,0.00,10.00,5.00,5.00,5.00,10.00,,,
132,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22800730831,बाजाराची सुस्थिती व दुरुस्ती (उर्वरात रु. 50 लक्ष स्थाचयी समितीकडे प्रावधानासाठी राखीव),MARKET DEPT.,,3.78,36.57,14.65,160.00,25.00,25.00,25.00,150.00,,,
133,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22805130855,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.00,1.50,10.00,2.50,2.50,2.50,10.00,,,
134,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22810130805,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,3.45,1.88,10.00,2.50,2.50,2.50,10.00,,,
135,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22815130855,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,0.00,0.00,10.00,2.50,2.50,2.50,10.00,,,
136,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22820130805,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.00,3.43,10.00,2.50,2.50,2.50,10.00,,,
137,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22825130855,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.00,0.00,10.00,2.50,2.50,2.50,10.00,,,
138,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22830130805,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,0.00,0.43,10.00,2.50,2.50,2.50,10.00,,,
139,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22835130855,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,0.00,1.50,10.00,2.50,2.50,2.50,10.00,,,
140,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22840130805,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,0.00,0.00,10.00,2.50,2.50,2.50,10.00,,,
141,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22845130855,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,2.11,1.66,10.00,2.50,2.50,2.50,10.00,,,
142,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Municipal Market & Com. Complex,A22850130805,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,0.00,4.25,10.00,2.50,2.50,2.50,10.00,,,
143,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22301730832,म.न.पा. इमारती मध्ये विद्युत परिक्षण,P.W.D. ELECTRICAL,,6.38,4.34,6.08,20.00,15.00,15.00,15.00,15.00,,,
144,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22301730833,म.न.पा. इमारतीचा विद्य़ुत खर्च,P.W.D. ELECTRICAL,,303.43,339.63,262.33,300.00,275.00,275.00,350.00,300.00,,,
145,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22301730834,म.न.पा. कार्यालय पंखे व कुलर्स दुरुस्मती,P.W.D. ELECTRICAL,,5.27,23.00,2.78,10.00,7.00,7.00,5.00,10.00,,,
146,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22901330835,म.न.पा. इमारतीची सुस्थिती व दुरुसती करणे  (उर्वरीत रु. 50 लक्ष स्थायी समितीकडे प्रावधानसाठी राखीव),P.W.D.,,13.21,10.87,31.18,50.00,40.00,40.00,40.00,100.00,,,
147,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22905130856,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.90,4.90,5.00,4.00,4.00,4.00,5.00,,,
148,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22910130806,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,1.35,2.92,5.00,4.00,4.00,4.00,5.00,,,
149,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22915130856,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,1.54,2.93,5.00,4.00,4.00,4.00,5.00,,,
150,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22920130806,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,3.74,2.14,5.00,4.00,4.00,4.00,5.00,,,
151,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22925130856,क्षेत्रिय कार्यालय क्रमांक 5 नेहरुनगर,Zone No. 5,,0.00,0.37,3.88,5.00,4.00,4.00,4.00,5.00,,,
152,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22930130806,क्षेत्रिय कार्यालय क्रमांक 6 गांधीबाग,Zone No. 6,,0.00,0.86,4.95,5.00,4.00,4.00,4.00,5.00,,,
153,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22935130856,क्षेत्रिय कार्यालय क्रमांक 7 संतरंजीपुरा,Zone No. 7,,0.00,0.37,0.95,5.00,4.00,4.00,4.00,5.00,,,
154,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22940130806,क्षेत्रिय कार्यालय क्रमांक 8 लकडगंज,Zone No. 8,,0.00,0.37,1.06,5.00,4.00,4.00,4.00,5.00,,,
155,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22945130856,क्षेत्रिय कार्यालय क्रमांक 9 आशीनगर,Zone No. 9,,0.00,0.62,2.09,5.00,4.00,4.00,4.00,5.00,,,
156,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22950130806,क्षेत्रिय कार्यालय क्रमांक 10 मंगळवारी,Zone No. 10,,0.00,0.75,5.36,5.00,4.00,4.00,4.00,5.00,,,
157,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22901330836,म.न.पा. चे केंद्रीय कार्यालय व नविन प्रशासकीय इमारतीची सुस्थिती व दुरुस्ती (केंद्रीय कार्यालयासाठी रु. 50 लक्ष व नविन प्रशासकीय इमारतीसाठी रु. 25 लक्ष राखीव),P.W.D.,,78.94,56.48,92.33,75.00,100.00,80.00,100.00,75.00,,,
158,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22901330837,"श्रीमंत राजे रघुजीराव भोसले, नगर भवन सभागृह तसेच महाल कार्यालय सुस्थिती व दुरुस्ती",P.W.D.,,22.34,4.08,14.92,25.00,10.00,8.00,10.00,25.00,,,
159,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22901330838,मा. निगम आयुक्त यांचेकरीता बंगला सुस्थिती व दुरुस्ती,P.W.D.,,8.79,3.27,4.60,5.00,10.00,10.00,5.00,5.00,,,
160,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22901330839,म.न.पा. मालमत्तेची सुस्थिती व दुरुस्ती (व्यायाम शाळा/समाज मंदिर/सामाजिक सभागृह) (उर्वरीत रु. 50 लक्ष स्थायी समितीकडे प्रावधासाठी राखीव),P.W.D.,,29.92,7.83,26.36,50.00,20.00,20.00,20.00,100.00,,,
161,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22905130857,क्षेत्रिय कार्यालय क्रमांक 1 लक्ष्मीनगर,Zone No. 1,,0.00,0.58,4.15,5.00,2.00,2.00,2.00,5.00,,,
162,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22910130807,क्षेत्रिय कार्यालय क्रमांक 2 धरमपेठ,Zone No. 2,,0.00,2.40,2.95,5.00,2.00,2.00,2.00,5.00,,,
163,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22915130857,क्षेत्रिय कार्यालय क्रमांक 3 हनुमाननगर,Zone No. 3,,0.00,0.11,2.27,5.00,2.00,2.00,2.00,5.00,,,
164,A2 Revenue Expenditure,2 Public Works and Civic Amenities,Public/Buildings/Housing,A22920130807,क्षेत्रिय कार्यालय क्रमांक 4 धंतोली,Zone No. 4,,0.00,0.09,2.71,5.00,2.00,2.00,2.00,5.00,,,
